s15 190.807544 23.632320 184.658213 51.101355 6.160857 2.127496 5.814642 1.787244 186.093057 45.864689 5.895425 1.838984
s16 183.765568 14.194877 193.742857 35.735388 4.594094 0.313811 4.067525 0.835993 191.440406 31.788196 4.189041 0.770648
s17 231.177976 22.520535 237.628946 68.678213 6.274945 0.832073 6.692372 1.506607 234.824177 52.829120 6.510882 1.251442
s18 83.103175 38.472318 119.030027 55.102491 7.098686 4.032653 6.008776 2.146172 110.917512 53.450984 6.254885 2.645440
s19 135.666667 0.000000 115.216315 22.672244 4.226376 0.000000 3.794743 0.859026 116.677054 22.458016 3.825574 0.833348
s20 266.917829 62.066244 270.124808 36.042870 8.449018 2.552467 8.156994 1.285043 269.055815 45.133972 8.254336 1.761829
